Customer_Name,Age,Gender,Visited_With_Family,Room_No,Num_Of_People,Reason_To_Visit,Room_Type,Cleanliness_Rating,Comfort_Rating,Staff_Performance,Facilities_Rating,Location_Rating,Overall_Satisfaction_Score
Rashmi,34,Female,Yes,806,3,Vacation,Suite,1,3,4,3,1,2.4
Puja,54,Female,No,503,1,Education,Single Room,3,4,5,4,5,4.2
Smita,59,Female,Yes,407,3,Travel,Suite,1,2,5,1,2,2.2
Ritika,62,Female,Yes,202,1,Business,Single Room,2,1,1,4,3,2.2
Dinesh,29,Male,Yes,1001,1,Business,Single Room,4,4,5,5,5,4.6
Ajay,61,Male,No,306,2,Travel,Double Room,5,5,1,5,1,3.4
Sneha,38,Female,No,602,1,Travel,Single Room,3,4,1,4,4,3.2
Vishal,49,Male,Yes,901,1,Travel,Single Room,3,1,5,1,1,2.2
Deepika,24,Female,Yes,407,4,Business,Suite,2,4,5,2,5,3.6
Harsha,56,Female,No,508,3,Business,Suite,2,2,4,5,5,3.6
Leela,64,Female,No,608,3,Business,Suite,1,5,1,1,3,2.2
Ananya,22,Female,Yes,903,3,Vacation,Double Room,3,1,2,3,4,2.6
Sai,59,Male,Yes,503,2,Education,Single Room,1,1,3,5,2,2.4
Riya,67,Female,Yes,508,3,Business,Suite,2,1,5,3,5,3.2
Suman,35,Female,No,706,2,Vacation,Double Room,1,4,4,1,5,3
Ritika,22,Female,No,902,1,Education,Single Room,5,2,4,5,4,4
Vivaan,64,Male,Yes,109,3,Business,Double Room,4,5,4,3,3,3.8
Rohan,41,Male,Yes,1008,4,Travel,Suite,5,3,5,1,4,3.6
Naveen,32,Female,No,904,2,Education,Double Room,5,4,5,1,4,3.8
Arjun,28,Male,Yes,1008,3,Education,Suite,4,5,4,1,3,3.4
Diya,64,Female,No,404,1,Business,Single Room,4,5,5,5,3,4.4
Ravi,26,Male,No,307,2,Education,Double Room,4,4,1,2,3,2.8
Anjali,53,Female,No,106,2,Business,Double Room,2,2,5,4,3,3.2
Manish,63,Male,Yes,902,1,Vacation,Single Room,5,2,4,2,2,3
Rohit,18,Female,Yes,601,1,Education,Single Room,2,1,5,2,1,2.2
Mehul,55,Male,No,209,3,Education,Suite,1,1,3,5,1,2.2
Yash,20,Male,No,703,1,Business,Single Room,5,5,3,1,2,3.2
Rajesh,45,Male,No,603,1,Business,Single Room,5,2,5,4,2,3.6
Rahul,60,Male,No,110,2,Vacation,Double Room,1,5,5,1,4,3.2
Lalit,64,Male,No,707,3,Travel,Suite,2,5,3,2,5,3.4
Vivek,46,Male,No,602,1,Travel,Single Room,3,2,4,2,1,2.4
Vishal,24,Male,Yes,905,3,Travel,Suite,5,5,5,2,3,4
Aditi,41,Female,No,905,3,Business,Suite,2,3,2,5,5,3.4
Ramu,47,Male,No,209,3,Business,Suite,2,3,5,1,1,2.4
Shreya,60,Male,No,204,1,Travel,Single Room,1,1,3,2,3,2
Naina,27,Female,No,805,3,Business,Suite,2,2,3,2,5,2.8
Vikas,53,Male,Yes,507,3,Travel,Suite,4,3,5,4,5,4.2
Kapil,65,Male,No,1006,3,Vacation,Suite,1,2,5,3,4,3
Meera,48,Female,Yes,405,3,Travel,Double Room,4,3,2,2,1,2.4
Aditya,26,Male,Yes,1003,2,Vacation,Double Room,5,1,1,3,5,3
Aryan,32,Male,No,107,2,Travel,Double Room,2,2,1,4,4,2.6
Naveen,36,Male,No,506,2,Travel,Double Room,1,3,2,4,2,2.4
Rashmi,44,Female,No,608,3,Business,Suite,2,3,1,2,1,1.8
Tanya,61,Female,No,310,3,Education,Suite,2,5,1,3,3,2.8
Preeti,28,Female,No,604,1,Travel,Single Room,1,4,2,3,5,3
Varun,63,Male,Yes,801,1,Vacation,Single Room,2,3,3,2,1,2.2
Ritika,37,Female,No,108,2,Education,Double Room,5,1,1,2,2,2.2
Anjali,49,Female,No,208,2,Travel,Double Room,4,1,3,4,4,3.2
Bharat,26,Male,Yes,105,1,Business,Single Room,2,5,3,2,4,3.2
Lalit,22,Male,Yes,310,3,Education,Suite,1,2,4,1,1,1.8
Aryan,65,Male,No,607,3,Business,Suite,1,1,4,2,3,2.2
Mehul,66,Male,Yes,705,2,Education,Double Room,2,5,1,1,1,2
Nisha,18,Female,Yes,105,2,Vacation,Single Room,1,1,3,2,3,2
Ramu,59,Female,No,804,2,Business,Double Room,5,1,2,2,1,2.2
Sai,65,Male,No,1006,3,Education,Suite,5,1,1,4,1,2.4
Parvati,56,Female,No,708,3,Business,Suite,3,5,2,4,3,3.4
Sameer,64,Male,Yes,1007,3,Business,Suite,5,2,2,2,4,3
Anushka,57,Female,No,407,3,Vacation,Suite,3,1,2,1,3,2
Aryan,23,Male,No,1008,3,Vacation,Suite,2,1,3,5,1,2.4
Vishal,54,Male,Yes,703,1,Travel,Single Room,1,2,2,2,1,1.6
Meera,50,Female,No,901,1,Business,Single Room,5,3,3,1,5,3.4
Palak,70,Female,Yes,707,3,Business,Suite,5,3,4,3,4,3.8
Parvati,55,Female,No,1010,3,Travel,Suite,1,5,3,4,2,3
Riya,51,Female,No,905,3,Vacation,Suite,4,1,5,2,3,3
Anjali,43,Female,Yes,310,3,Education,Suite,3,4,4,2,2,3
Ritika,43,Female,No,309,3,Education,Suite,1,1,4,3,5,2.8
Amit,19,Male,Yes,306,3,Vacation,Double Room,4,1,4,5,2,3.2
Siddharth,56,Male,No,1006,3,Travel,Suite,2,4,4,5,5,4
Nisha,64,Female,No,306,2,Education,Double Room,3,4,3,5,4,3.8
Naveen,42,Female,No,108,2,Business,Double Room,3,4,5,5,1,3.6
Isha,55,Female,No,1006,3,Business,Suite,2,4,3,3,3,3
Ananya,63,Female,No,209,3,Travel,Suite,4,1,2,5,2,2.8
Vijay,53,Male,Yes,107,2,Business,Double Room,3,4,4,3,3,3.4
Ramu,18,Male,No,309,3,Business,Suite,2,5,2,1,3,2.6
Raj,63,Male,Yes,906,3,Vacation,Suite,4,2,3,2,2,2.6
Kapil,53,Male,No,106,2,Travel,Double Room,3,2,3,3,1,2.4
Pradeep,54,Male,No,204,1,Vacation,Single Room,5,3,5,2,3,3.6
Sarika,59,Female,Yes,1003,3,Travel,Double Room,4,3,3,1,1,2.4
Kapil,40,Male,Yes,110,3,Travel,Double Room,4,3,4,2,3,3.2
Krishna,60,Male,No,803,2,Education,Double Room,4,4,5,2,4,3.8
Lalit,56,Male,No,604,1,Business,Single Room,2,5,3,2,5,3.4
Kapil,43,Male,Yes,605,2,Business,Double Room,4,1,2,3,3,2.6
Mehul,62,Male,Yes,905,3,Education,Suite,2,1,4,3,5,3
Vijay,56,Male,No,801,1,Education,Single Room,4,4,5,2,5,4
Raj,34,Male,No,1002,1,Vacation,Single Room,4,3,2,5,4,3.6
Rachit,42,Male,Yes,1001,2,Vacation,Single Room,4,3,1,1,2,2.2
Mahesh,67,Female,No,702,1,Vacation,Single Room,5,2,4,2,1,2.8
Pooja,26,Female,Yes,606,2,Business,Double Room,5,2,5,2,3,3.4
Sanjay,18,Male,Yes,106,2,Travel,Double Room,1,2,2,5,3,2.6
Tarun,58,Male,No,304,1,Vacation,Single Room,5,5,4,2,5,4.2
Shreya,19,Male,Yes,106,3,Travel,Double Room,2,2,4,1,2,2.2
Diya,49,Female,Yes,607,4,Travel,Suite,3,1,5,3,4,3.2
Sai,22,Male,Yes,504,1,Education,Single Room,3,3,2,3,1,2.4
Rajesh,19,Male,Yes,903,2,Education,Double Room,2,2,1,2,2,1.8
Ramu,70,Female,Yes,306,3,Vacation,Double Room,1,2,1,4,2,2
Aishwarya,34,Female,Yes,905,3,Business,Suite,5,1,2,3,4,3
Riya,57,Female,No,507,3,Business,Suite,3,5,3,3,2,3.2
Pradeep,64,Male,Yes,301,2,Vacation,Single Room,2,3,2,4,2,2.6
Rana,50,Male,No,708,3,Vacation,Suite,2,4,2,3,2,2.6
Anjali,19,Female,No,705,2,Vacation,Double Room,3,5,1,2,5,3.2
Bhavna,63,Female,No,307,2,Vacation,Double Room,2,4,2,5,2,3
Dinesh,37,Male,Yes,505,2,Vacation,Double Room,4,4,4,1,4,3.4
Arjun,29,Male,No,1003,2,Vacation,Double Room,4,2,5,3,3,3.4
Varun,18,Male,Yes,901,2,Travel,Single Room,5,1,4,3,3,3.2
Indira,27,Female,No,110,2,Travel,Double Room,3,5,3,1,4,3.2
Kapil,65,Male,No,1007,3,Vacation,Suite,1,5,2,3,3,2.8
Varun,52,Male,No,708,3,Education,Suite,3,2,3,2,5,3
Sharad,63,Male,No,207,2,Education,Double Room,5,1,4,5,3,3.6
Pooja,43,Female,Yes,309,3,Vacation,Suite,2,4,2,2,1,2.2
Aarav,64,Male,No,701,1,Education,Single Room,1,2,2,5,1,2.2
Harsha,22,Female,Yes,508,4,Vacation,Suite,5,1,3,5,1,3
Aarav,58,Male,Yes,406,2,Business,Double Room,1,5,3,5,2,3.2
Anil,50,Male,No,110,2,Travel,Double Room,3,4,3,5,4,3.8
Siddharth,52,Male,No,604,1,Business,Single Room,4,5,5,2,1,3.4
Ritika,38,Female,Yes,202,2,Vacation,Single Room,5,1,3,2,3,2.8
Deepak,40,Male,Yes,604,2,Travel,Single Room,4,4,4,5,3,4
Harsha,52,Female,No,210,3,Vacation,Suite,5,1,3,3,3,3
Karthik,21,Male,No,208,2,Business,Double Room,5,1,3,4,5,3.6
Isha,63,Female,No,309,3,Education,Suite,3,4,5,1,5,3.6
Varun,49,Male,No,806,3,Vacation,Suite,1,5,1,5,1,2.6
Rashmi,22,Female,Yes,901,1,Vacation,Single Room,5,5,5,3,4,4.4
Meera,62,Female,No,605,2,Travel,Double Room,3,2,4,4,5,3.6
Sonia,61,Female,Yes,207,3,Travel,Double Room,5,1,2,4,2,2.8
Riya,25,Female,Yes,803,3,Vacation,Double Room,1,5,2,4,4,3.2
Anushka,26,Female,No,1004,2,Business,Double Room,2,1,1,3,2,1.8
Vivaan,35,Male,No,803,2,Education,Double Room,2,5,4,3,2,3.2
Naina,55,Female,No,107,2,Education,Double Room,2,5,4,2,1,2.8
Nisha,35,Female,No,110,2,Business,Double Room,3,2,3,4,2,2.8
Sunita,40,Female,No,1007,3,Vacation,Suite,4,5,2,4,2,3.4
Rohan,51,Male,No,302,1,Vacation,Single Room,3,2,4,3,5,3.4
Indira,70,Female,No,1003,2,Travel,Double Room,5,3,3,1,4,3.2
Pankaj,55,Male,No,406,2,Travel,Double Room,5,3,3,4,4,3.8
Puja,54,Female,Yes,704,2,Business,Single Room,1,4,4,1,1,2.2
Ajay,47,Male,Yes,1007,3,Vacation,Suite,1,5,1,3,2,2.4
Dinesh,58,Male,Yes,101,2,Business,Single Room,4,3,3,2,4,3.2
Naveen,46,Female,Yes,207,3,Vacation,Double Room,1,3,5,1,2,2.4
Manish,49,Male,Yes,603,2,Business,Single Room,1,4,2,2,5,2.8
Priya,45,Female,Yes,901,2,Travel,Single Room,2,5,4,2,1,2.8
Varun,45,Male,No,303,1,Travel,Single Room,3,3,3,2,3,2.8
Akhil,64,Male,No,103,1,Education,Single Room,2,2,4,2,5,3
Nandini,39,Female,Yes,508,3,Vacation,Suite,4,5,2,4,2,3.4
Harsha,28,Female,No,606,2,Education,Double Room,2,2,3,4,1,2.4
Akhil,33,Male,No,905,3,Business,Suite,4,5,4,2,5,4
Mahesh,45,Female,Yes,1008,3,Business,Suite,1,4,2,1,5,2.6
Rahul,52,Male,No,202,1,Business,Single Room,5,5,5,4,2,4.2
Nisha,39,Female,No,606,2,Business,Double Room,4,5,5,2,3,3.8
Nandini,48,Female,Yes,1010,4,Vacation,Suite,2,5,2,4,4,3.4
Kiran,41,Female,No,702,1,Vacation,Single Room,5,1,4,1,3,2.8
Vikas,39,Male,Yes,906,4,Vacation,Suite,5,2,1,5,3,3.2
Aryan,68,Male,No,204,1,Business,Single Room,2,5,3,1,1,2.4
Raj,43,Male,No,1008,3,Business,Suite,2,2,5,4,4,3.4
Tanya,69,Female,No,602,1,Travel,Single Room,1,1,2,1,3,1.6
Ravi,53,Male,Yes,603,1,Vacation,Single Room,1,1,5,5,1,2.6
Raghav,50,Male,Yes,701,1,Education,Single Room,4,2,5,1,4,3.2
Sai,57,Male,No,204,1,Education,Single Room,1,4,3,2,1,2.2
Suman,21,Female,Yes,605,3,Travel,Double Room,3,2,1,2,4,2.4
Pradeep,63,Male,Yes,109,3,Education,Double Room,2,4,3,4,5,3.6
Kabir,69,Male,No,1010,3,Travel,Suite,5,3,2,5,2,3.4
Arjun,67,Male,Yes,302,2,Vacation,Single Room,1,2,2,4,5,2.8
Deepak,43,Male,Yes,108,2,Business,Double Room,5,1,4,1,4,3
Deepika,39,Female,Yes,408,3,Education,Suite,1,5,4,1,1,2.4
Akash,25,Male,No,604,1,Vacation,Single Room,1,5,3,2,2,2.6
Siddharth,43,Male,No,304,1,Vacation,Single Room,3,1,3,3,4,2.8
Palak,62,Female,Yes,708,3,Travel,Suite,4,3,5,4,3,3.8
Deepak,24,Male,No,607,3,Education,Suite,4,1,4,2,3,2.8
Naina,26,Female,Yes,201,1,Education,Single Room,5,2,5,5,3,4
Rahul,65,Male,Yes,605,3,Education,Double Room,2,2,5,1,5,3
Meera,57,Female,Yes,803,3,Education,Double Room,1,5,3,4,2,3
Aditi,24,Female,Yes,605,2,Education,Double Room,5,5,3,3,4,4
Vivaan,43,Male,Yes,507,4,Travel,Suite,1,3,1,4,4,2.6
Dinesh,58,Male,Yes,310,3,Vacation,Suite,5,4,2,2,5,3.6
Harish,56,Male,Yes,608,3,Education,Suite,3,3,1,4,3,2.8
Sai,56,Male,No,310,3,Vacation,Suite,2,5,4,4,3,3.6
Diya,31,Female,Yes,905,4,Vacation,Suite,1,5,3,3,1,2.6
Gaurav,18,Female,No,310,3,Travel,Suite,5,2,4,1,4,3.2
Suman,20,Female,No,705,2,Education,Double Room,2,1,4,4,5,3.2
Sonia,29,Female,Yes,407,3,Business,Suite,5,3,2,3,2,3
Vishal,22,Male,No,210,3,Vacation,Suite,4,4,4,4,2,3.6
Suman,24,Female,No,703,1,Travel,Single Room,5,4,5,5,4,4.6
Neha,31,Female,Yes,201,1,Business,Single Room,2,2,1,1,1,1.4
Bharat,30,Male,Yes,310,4,Education,Suite,4,2,2,2,3,2.6
Amit,24,Male,No,708,3,Business,Suite,5,4,4,2,5,4
Naina,45,Female,No,804,2,Business,Double Room,3,2,2,3,2,2.4
Meera,66,Female,No,405,2,Business,Double Room,5,1,2,4,3,3
Suman,43,Female,No,1008,3,Business,Suite,3,3,3,2,1,2.4
Aditya,40,Male,No,704,1,Travel,Single Room,5,3,5,3,2,3.6
Vikas,53,Male,No,207,2,Education,Double Room,4,4,5,5,1,3.8
Pradeep,52,Male,Yes,101,2,Travel,Single Room,3,4,4,3,5,3.8
Priya,22,Female,No,905,3,Vacation,Suite,4,1,2,1,2,2
Aditya,60,Male,No,906,3,Travel,Suite,3,3,2,3,5,3.2
Deepak,31,Male,No,506,2,Vacation,Double Room,3,5,2,4,2,3.2
Palak,21,Female,Yes,1006,3,Education,Suite,5,5,5,3,1,3.8
Shreya,25,Male,No,702,1,Vacation,Single Room,1,5,2,2,3,2.6
Anushka,64,Female,No,607,3,Vacation,Suite,2,4,5,4,1,3.2
Preeti,18,Female,Yes,505,2,Travel,Double Room,5,5,4,5,1,4
Siddharth,28,Male,No,405,2,Education,Double Room,2,3,2,5,2,2.8
Anushka,31,Female,No,803,2,Travel,Double Room,3,1,5,5,4,3.6
Vinod,64,Male,No,607,3,Vacation,Suite,1,1,3,5,1,2.2
Riya,57,Female,Yes,1004,2,Business,Double Room,3,4,5,2,5,3.8
Naveen,59,Female,No,707,3,Travel,Suite,1,3,2,3,1,2
Manish,44,Male,Yes,204,1,Travel,Single Room,2,4,2,4,4,3.2
Vinod,25,Male,No,110,2,Education,Double Room,4,2,5,3,4,3.6
Smita,35,Female,Yes,206,2,Business,Double Room,3,3,5,5,4,4
Neha,28,Female,Yes,708,4,Education,Suite,3,3,4,1,5,3.2
Aditi,42,Female,Yes,305,2,Travel,Single Room,4,4,2,2,5,3.4
Aryan,37,Male,Yes,504,1,Travel,Single Room,3,2,5,1,1,2.4
Anjali,66,Female,Yes,503,2,Vacation,Single Room,3,1,1,2,3,2
Sanjay,49,Male,No,202,1,Education,Single Room,3,4,1,4,5,3.4
Vishal,53,Male,No,1001,1,Business,Single Room,3,3,2,4,1,2.6
Suman,48,Female,No,104,1,Travel,Single Room,4,2,1,2,5,2.8
Ramu,18,Female,No,906,3,Education,Suite,2,1,2,4,2,2.2
Sunita,57,Female,No,605,2,Travel,Double Room,5,3,3,2,3,3.2
Suman,62,Female,Yes,1009,3,Business,Suite,1,5,2,2,4,2.8
Shreya,26,Female,Yes,1010,3,Business,Suite,1,1,5,2,1,2
Sunita,67,Female,No,601,1,Vacation,Single Room,3,2,1,1,4,2.2
Amit,50,Male,Yes,106,2,Travel,Double Room,1,2,3,5,3,2.8
Nikhil,18,Male,Yes,102,2,Travel,Single Room,5,1,4,2,2,2.8
Sunita,54,Female,Yes,803,2,Education,Double Room,2,1,5,4,2,2.8
Aarav,30,Male,Yes,906,3,Vacation,Suite,2,1,4,4,4,3
Parvati,29,Female,Yes,306,3,Vacation,Double Room,4,4,5,4,4,4.2
Suman,36,Female,No,306,2,Travel,Double Room,4,5,5,1,3,3.6
Rana,59,Male,No,606,2,Business,Double Room,4,1,3,5,2,3
Isha,19,Female,No,604,1,Business,Single Room,4,3,1,1,4,2.6
Dinesh,25,Male,No,801,1,Education,Single Room,4,5,1,3,4,3.4
Naveen,66,Male,Yes,408,4,Travel,Suite,3,5,1,4,4,3.4
Kavita,35,Female,No,806,3,Education,Suite,1,2,1,4,5,2.6
Aryan,37,Male,No,1004,2,Business,Double Room,5,3,5,1,3,3.4
Harsha,63,Female,No,406,2,Education,Double Room,3,3,4,5,1,3.2
Anjali,19,Female,Yes,210,3,Travel,Suite,5,2,4,1,2,2.8
Lalit,54,Male,Yes,1005,3,Education,Suite,2,2,5,2,4,3
Harish,46,Male,No,104,1,Education,Single Room,2,3,2,1,2,2
Varun,46,Male,Yes,307,3,Vacation,Double Room,5,4,4,3,5,4.2
Akash,45,Male,Yes,605,3,Vacation,Double Room,3,1,1,5,2,2.4
Naina,63,Female,Yes,902,2,Education,Single Room,1,5,3,2,5,3.2
Vivek,30,Male,No,508,3,Vacation,Suite,1,3,2,1,4,2.2
Tanya,19,Female,Yes,105,1,Education,Single Room,2,5,5,5,3,4
Naveen,68,Male,No,607,3,Vacation,Suite,4,2,3,3,5,3.4
Palak,18,Female,Yes,703,1,Travel,Single Room,3,5,3,5,1,3.4
Sunita,40,Female,No,805,3,Business,Suite,2,1,2,2,4,2.2
Sunita,37,Female,No,206,2,Travel,Double Room,3,4,5,1,1,2.8
Varun,40,Male,Yes,208,2,Education,Double Room,1,5,5,4,5,4
Sonia,58,Female,Yes,309,4,Vacation,Suite,3,3,3,2,1,2.4
Manish,49,Male,Yes,605,2,Travel,Double Room,5,4,5,4,2,4
Harish,24,Male,Yes,1007,4,Travel,Suite,3,3,5,2,2,3
Kabir,60,Male,No,1009,3,Travel,Suite,1,3,1,3,4,2.4
Anil,48,Male,No,703,1,Business,Single Room,3,5,2,2,5,3.4
Bharat,70,Male,No,904,2,Business,Double Room,4,1,4,1,5,3
Yash,27,Male,Yes,210,4,Vacation,Suite,4,1,4,4,1,2.8
Deepika,38,Female,No,404,1,Business,Single Room,4,2,2,3,5,3.2
Arnav,67,Male,No,508,3,Travel,Suite,3,3,3,3,1,2.6
Rashmi,35,Female,No,606,2,Education,Double Room,2,2,4,2,4,2.8
Anil,49,Male,No,904,2,Education,Double Room,1,4,1,5,4,3
Isha,32,Female,No,1008,3,Business,Suite,2,3,3,5,5,3.6
Pradeep,47,Male,No,408,3,Vacation,Suite,5,2,3,4,5,3.8
Vishal,56,Male,Yes,303,1,Travel,Single Room,2,2,4,3,2,2.6
Vivaan,21,Male,No,308,2,Vacation,Double Room,4,3,4,5,1,3.4
Vihaan,53,Male,No,310,3,Business,Suite,1,2,5,3,4,3
Meera,18,Female,No,1003,2,Travel,Double Room,2,1,4,1,5,2.6
Sanjay,56,Male,No,1009,3,Vacation,Suite,3,5,2,2,3,3
Mehul,66,Male,Yes,201,2,Education,Single Room,4,3,5,1,3,3.2
Ramu,58,Female,No,402,1,Education,Single Room,4,3,3,3,5,3.6
Pradeep,50,Male,No,108,2,Business,Double Room,4,1,1,5,3,2.8
Yash,52,Male,No,1003,2,Business,Double Room,2,5,4,4,4,3.8
Rohan,48,Male,Yes,802,1,Business,Single Room,2,2,4,4,3,3
Rahul,19,Male,Yes,503,1,Education,Single Room,1,3,4,3,4,3
Anjali,28,Female,No,606,2,Education,Double Room,5,5,2,1,1,2.8
Sai,21,Male,No,605,2,Business,Double Room,3,5,1,4,5,3.6
Sharad,59,Male,Yes,1004,3,Vacation,Double Room,4,5,3,5,5,4.4
Shreya,63,Female,No,108,2,Travel,Double Room,2,5,4,3,2,3.2
Preeti,70,Female,No,806,3,Education,Suite,3,3,3,2,3,2.8
Smita,43,Female,Yes,101,2,Travel,Single Room,4,5,4,2,4,3.8
Pradeep,30,Male,No,604,1,Travel,Single Room,1,5,1,3,5,3
Vivek,40,Male,No,406,2,Travel,Double Room,1,2,4,1,4,2.4
Nisha,33,Female,No,1001,1,Vacation,Single Room,1,1,1,3,3,1.8
Arjun,58,Male,Yes,107,2,Vacation,Double Room,5,1,1,1,2,2
Anushka,52,Female,No,904,2,Business,Double Room,4,5,4,3,2,3.6
Aarav,48,Male,Yes,802,1,Education,Single Room,5,4,1,5,5,4
Puja,34,Female,No,102,1,Vacation,Single Room,1,3,1,4,4,2.6
Aditi,18,Female,No,203,1,Travel,Single Room,3,3,4,4,4,3.6
Tanvi,35,Female,No,304,1,Education,Single Room,5,5,5,1,2,3.6
Arjun,23,Male,No,806,3,Business,Suite,2,3,5,5,2,3.4
Sai,40,Male,No,307,2,Business,Double Room,2,2,3,1,3,2.2
Tarun,57,Male,No,305,1,Business,Single Room,4,4,1,5,2,3.2
Aishwarya,70,Female,Yes,1004,2,Business,Double Room,3,2,1,1,1,1.6
Ajay,46,Male,No,507,3,Travel,Suite,2,3,1,3,1,2
Ramu,66,Male,No,1003,2,Travel,Double Room,4,1,4,3,4,3.2
Naveen,24,Female,No,904,2,Education,Double Room,1,1,1,1,5,1.8
Meera,40,Female,No,903,2,Vacation,Double Room,1,1,1,3,3,1.8
Rohan,50,Male,No,202,1,Travel,Single Room,1,4,5,4,1,3
Raghav,54,Male,Yes,704,2,Travel,Single Room,3,3,3,1,2,2.4
Sarika,57,Female,Yes,504,2,Travel,Single Room,4,5,5,4,1,3.8
Mahesh,40,Female,No,404,1,Travel,Single Room,3,5,4,1,3,3.2
Bhavna,66,Female,No,508,3,Travel,Suite,2,2,4,4,3,3
Rahul,24,Male,Yes,602,1,Business,Single Room,5,1,1,1,2,2
Vinod,25,Male,No,306,2,Education,Double Room,3,2,5,2,1,2.6
Ravi,55,Male,No,1004,2,Travel,Double Room,4,5,1,1,5,3.2
Indira,43,Female,Yes,506,3,Business,Double Room,5,4,1,3,4,3.4
Harsha,32,Female,Yes,309,3,Education,Suite,4,4,3,5,3,3.8
Vishal,55,Male,Yes,201,1,Vacation,Single Room,5,2,5,3,4,3.8
Shivani,70,Female,Yes,904,2,Business,Double Room,2,4,3,4,2,3
Indira,59,Female,Yes,708,3,Education,Suite,4,1,3,3,5,3.2
Amit,43,Male,Yes,303,1,Business,Single Room,4,4,3,5,2,3.6
Suman,44,Female,No,706,2,Vacation,Double Room,3,1,1,2,1,1.6
Sharad,27,Male,No,107,2,Business,Double Room,1,4,3,3,5,3.2
Sunita,54,Female,Yes,806,4,Education,Suite,4,4,5,1,3,3.4
Yash,38,Male,No,204,1,Travel,Single Room,5,4,3,4,1,3.4
Mehul,52,Male,Yes,1001,2,Vacation,Single Room,4,5,2,4,2,3.4
Mahesh,60,Female,Yes,508,3,Travel,Suite,3,2,3,3,3,2.8
Vihaan,70,Male,No,103,1,Vacation,Single Room,4,3,4,5,1,3.4
Aryan,19,Male,No,602,1,Business,Single Room,4,3,2,4,3,3.2
Preeti,56,Female,No,606,2,Business,Double Room,3,4,4,4,4,3.8
Harshit,65,Male,Yes,308,2,Vacation,Double Room,1,1,2,5,2,2.2
Aditi,46,Female,No,605,2,Education,Double Room,1,4,3,3,2,2.6
Sonia,54,Female,No,309,3,Education,Suite,1,5,2,4,1,2.6
Vivek,35,Male,No,703,1,Vacation,Single Room,3,2,1,4,3,2.6
Meera,30,Female,No,806,3,Vacation,Suite,4,5,1,5,2,3.4
Parvati,70,Female,No,102,1,Business,Single Room,5,1,1,5,3,3
Suman,33,Female,Yes,608,3,Education,Suite,1,5,4,5,5,4
Vinod,48,Male,Yes,502,1,Education,Single Room,5,3,1,5,2,3.2
Sunita,66,Female,No,804,2,Education,Double Room,2,2,1,3,5,2.6
Lakshmi,35,Female,No,1004,2,Education,Double Room,3,4,4,4,2,3.4
Anushka,18,Female,Yes,602,2,Vacation,Single Room,1,3,3,2,4,2.6
Sunita,62,Female,Yes,108,2,Vacation,Double Room,5,5,5,2,1,3.6
Sai,42,Male,Yes,903,2,Business,Double Room,3,2,3,1,1,2
Shivani,28,Female,Yes,607,4,Vacation,Suite,3,3,5,4,3,3.6
Anjali,41,Female,Yes,204,2,Business,Single Room,1,4,1,1,2,1.8
Vivek,58,Male,No,606,2,Travel,Double Room,2,5,5,1,2,3
Priya,61,Female,Yes,205,1,Travel,Single Room,1,1,1,2,3,1.6
Nisha,43,Female,Yes,507,4,Business,Suite,5,4,5,1,1,3.2
Tanya,21,Female,Yes,705,2,Vacation,Double Room,5,2,1,5,3,3.2
Tanvi,43,Female,Yes,1005,4,Travel,Suite,3,2,1,5,4,3
Keshav,38,Male,No,406,2,Education,Double Room,5,4,2,4,3,3.6
Rachit,53,Male,Yes,506,3,Travel,Double Room,3,4,1,3,4,3
Indira,37,Female,Yes,508,4,Vacation,Suite,3,3,2,3,5,3.2
Neha,56,Female,No,209,3,Travel,Suite,4,4,2,2,1,2.6
Vishal,68,Male,No,602,1,Travel,Single Room,4,5,3,1,5,3.6
Sneha,33,Female,No,1010,3,Business,Suite,2,1,1,2,1,1.4
Sai,44,Male,No,110,2,Vacation,Double Room,3,1,4,3,5,3.2
Mahesh,52,Female,Yes,404,1,Vacation,Single Room,5,5,1,5,1,3.4
Krishna,22,Male,No,406,2,Education,Double Room,1,2,5,5,1,2.8
Rohan,68,Male,No,701,1,Education,Single Room,3,5,4,3,1,3.2
Riya,47,Female,No,906,3,Vacation,Suite,2,5,2,3,3,3
Ravi,38,Male,Yes,210,4,Business,Suite,4,4,5,4,3,4
Neha,39,Female,Yes,606,2,Education,Double Room,5,1,5,4,5,4
Siddharth,18,Male,No,1002,1,Travel,Single Room,5,1,5,1,4,3.2
Nikhil,38,Male,Yes,901,2,Vacation,Single Room,5,3,2,5,4,3.8
Aryan,62,Male,Yes,209,4,Business,Suite,2,2,3,1,4,2.4
Lakshmi,25,Female,Yes,901,2,Vacation,Single Room,2,4,2,2,2,2.4
Arjun,23,Male,Yes,309,3,Vacation,Suite,2,3,4,4,4,3.4
Vishal,43,Male,No,507,3,Travel,Suite,1,1,4,2,3,2.2
Vinod,34,Male,Yes,508,3,Business,Suite,3,5,5,1,2,3.2
Rachit,19,Male,Yes,408,4,Travel,Suite,3,3,5,5,4,4
Vihaan,61,Male,No,406,2,Business,Double Room,1,1,3,5,4,2.8
Anjali,52,Female,Yes,803,2,Education,Double Room,1,4,2,3,4,2.8
Vivaan,21,Male,Yes,1005,4,Education,Suite,3,4,3,1,4,3
Ramu,35,Male,Yes,605,2,Vacation,Double Room,4,3,2,2,1,2.4
